library,P1L1,P2L1,P1H1,P2H1,P3L1,P3H1,P1L2,P2L2,P1H2,P2H2,P3L2,P3H2
OG0003300:,1,6,0,2,6.98,18.99,0,291.33,0,4,0,457.99
OG0003301:,4,18,0,2,30,36,4,207.99,16.96,1,0,8.31
OG0003302:,182.26,359.17,312.31,114.62,260.33,238.85,583.73,1303.94,254.13,500.44,467.13,543.08
OG0003303:,0,8,3,5,4,81,12,813,7.93,8,0,29
OG0003304:,12,96.13,51.88,78.26,38,29.99,13,14.99,0,23.02,3,7
OG0003305:,85.24,95.72,205.86,106.75,107.45,356.42,977.84,2088.37,296.24,1397.88,483.74,769.03
OG0003306:,559.83,1264.77,810.58,398.37,1034.93,1237.35,575.32,462.06,142.8,532.85,187.31,493.78
OG0003307:,9,81.23,133.01,57.3,72.01,101.05,406.02,603.36,763.25,595.29,383.26,444
OG0003308:,33,43,29,13,137,101,194,2423.98,234,124,157,230
OG0003309:,25.21,57.08,26.59,28.74,31.88,26.61,56.86,224.15,119.24,192.1,88.75,106.65
OG0003310:,160.34,297.88,332.35,215.88,172.82,349.21,649.43,714.57,352.58,961,551.92,696.45
OG0003311:,157.19,155.27,262.83,139.01,196.98,342.3,312.39,246.07,91.98,225.06,318.91,145.01
OG0003312:,2,15,10,7,100.07,420.98,20.99,2159.33,33.02,10,9.92,85.03
OG0003313:,46.99,124.99,284,97,230.87,346.99,1868.05,2418.99,701.46,1733.38,1926.61,1273
OG0003314:,216.14,432.04,422.44,243.78,401.95,384.84,277.95,416.34,100.9,266.61,111.43,253.38
OG0003315:,0,1,1,2,0,1,0,190.99,0,0,6,3
OG0003316:,1,2,1,1,17.07,23.91,1,277.31,0,6,0,20
OG0003317:,5070.89,4384.89,8798.25,2506.92,5622.01,8650.92,8381.47,19220.78,2137.26,11915.95,8400.77,7643.52
OG0003318:,192.76,177.73,486.18,126.11,502.08,537.29,1499.85,1602.45,398.34,562.85,499.4,1027.99
OG0003319:,92.76,56.67,424.03,53.92,537.99,268.97,1662.25,1546.11,389.18,620.28,414.29,594.97
OG0003320:,15.82,103.81,19,31.49,77.76,127.76,420.41,1684.02,61.03,102.09,42,93.2
OG0003321:,13,57.01,57.01,51.47,54.81,61.99,274,532.5,253.38,426,404.01,221.02
OG0003322:,0,13,33,19,17,91,28.01,22.99,8,8,370,0
OG0003323:,238.9,633.75,527.49,558.08,582.29,418.99,966.17,1081.73,304.9,981.28,438.56,635.94
OG0003324:,35.91,1978.45,1096.31,96.6,5124.56,2113.09,129.41,11774.36,975.44,140.42,1362.94,3066.44
OG0003325:,47.81,35,90.84,21.53,33.26,105.47,368.02,753.72,172.26,332.21,322.79,305.12
OG0003326:,7,1212.26,59,4,110.99,733.7,120.92,32.99,183.99,13,1,192
OG0003327:,187.4,285.33,472.05,343.37,341.68,595.43,1609.26,1708.63,699.31,1544.99,1280.56,1428
OG0003328:,713.54,1279.45,1336.63,864.93,1261.46,1343.9,1807.3,5212.22,617.06,1359.28,1099.59,1277.55
OG0003329:,20.14,54.56,120.19,24.59,27.37,61.11,166.9,124.72,75.99,88.95,105.58,57.29
OG0003330:,283.99,259.22,400.92,186.84,600.77,321.7,392.45,672.24,153.84,288.92,424,626.99
OG0003331:,136.05,17.12,84.69,72.79,39.65,100.7,152.46,836.2,0,210.65,49.28,16.22
OG0003332:,301.8,1001.49,721.43,603.76,604.83,807.62,1604.94,1620.44,1128.31,1847.12,858.05,1420.12
OG0003333:,84.39,111.99,148.66,132.26,126.12,185.22,635.12,656.24,242.61,523.82,355.18,404.27
OG0003334:,4,72.05,46.6,8,29,40,170.26,181.11,105.03,200.62,65.63,95.36
OG0003335:,1002.92,1184.47,1983.11,468.43,2513.05,1728.95,4827.58,5270.63,1712.81,4766.26,4167.59,5046.43
OG0003336:,350,570.71,933.98,233,813.44,549.25,1627.17,1742.59,504.53,1574.19,1095.79,1411.28
OG0003337:,16.01,45.19,11.06,43.77,17.36,67.16,119.44,138.71,69.63,75.39,220.71,174.51
OG0003338:,853.16,2089.77,996.89,479.69,2410.88,1787.45,2007.1,4032.35,908.83,4191.18,3100.36,4355.71
OG0003339:,9542.4,13389.33,17741.95,9593.02,17851.01,18831.12,28479.84,28668.79,7535.98,29196.14,15615.53,18595.53
OG0003340:,9363.98,12808.96,17518.96,9295.68,17684.72,18372.49,29247.95,29390.66,7912.89,30575.18,16844.07,19399.72
OG0003341:,1678.38,2437.41,2647.54,934.96,3993.81,2671.18,1674.23,1951.02,680.08,1302.98,1579.41,831.6
OG0003342:,4,29.02,25,36,25.01,15,124.01,51.03,9,39.98,183,149.99
OG0003343:,10,83.99,75.94,54.99,28,53,110,99.27,112,67.99,246.01,208
OG0003344:,20.81,5,115.34,15.02,100.95,77.12,333.8,293,111.99,360.01,294.01,155.01
OG0003345:,4.7,3,16.38,45.25,16.22,44.4,204.65,211.87,58.18,183.88,100.04,319.6
OG0003346:,2,29.46,3,12.87,12.82,27.65,173.01,899.82,87.95,85.6,142.92,90.42
OG0003347:,158,143,362,133.89,294,435.04,1095.96,1263.69,180.99,1105.66,481.65,952.99
OG0003348:,222.74,883.79,761.11,191.7,1459.09,1610,1335.82,661.2,459.96,986.86,1157.74,383.8
OG0003349:,174.51,454.21,335.22,206.96,427.92,335.38,162.95,352.44,158.13,366.17,106.77,76.01
OG0003350:,8.46,28.67,32.85,6.22,83.45,104.54,142.2,135.83,96.01,204.64,93.15,161.08
OG0003351:,3,6.99,28.01,3.57,120.2,298.99,37.99,670.37,29.59,3,0,30.65
OG0003352:,4.15,5.05,46.19,32.01,99.23,48.36,303.21,447.03,103.06,242.27,165.51,240.76
OG0003353:,0,6,12,0,60.99,41.99,1,455.01,2.86,0,0,38.01
OG0003354:,1,15,7,4,38,50,20.8,268.86,14,6,11,255.1
OG0003355:,76.99,37,141.71,51.95,137.03,137.89,153.88,758.04,94.09,74.11,122.89,176
OG0003356:,415.93,1168.48,625.86,693.45,824.55,447.97,445.43,543.49,253.64,497.27,351.78,304.14
OG0003357:,217.5,377.88,497.02,496.55,295.24,434.13,340,255.02,120,306.98,101.98,361
OG0003358:,9.3,72.91,58.98,30.53,45.92,85.8,579.58,538.9,331.12,693.34,675.44,385.92
OG0003359:,102.54,175.87,286.66,135.12,296.32,321.4,801.79,939.96,325,1181.65,742.73,563.88
OG0003360:,566.02,881.21,1078.68,659.63,970.37,1351.13,1575.39,1829.37,843.12,1692.85,1129.19,1316.67
OG0003361:,161.32,144,264,65,435,210,347.74,595.01,298.99,571,599.94,453
OG0003362:,85,248.04,192.18,181.33,192.1,280.73,569.12,1107.6,324.98,652.01,487.11,551.66
OG0003363:,0,1,3,1,9,38,0,352.98,28,5,0,102
OG0003364:,99.66,46.94,230.13,64.12,244,171.33,241.86,271.01,98.03,477,171,129.75
OG0003365:,495.08,2109.93,1376.93,1252.88,811.99,1342.92,1642.13,1187.96,886.73,1665.17,661.99,1002.99
OG0003366:,86.59,135.43,129.63,67.63,145.43,215.11,551.68,719.27,415.11,963.66,289.77,384.68
OG0003367:,84.07,175.59,128.21,90.54,147.58,274.93,564.35,736.71,384.2,1040.14,282.57,411.13
OG0003368:,446.9,998.04,1098.57,596.57,1117.34,1127.57,3695.17,4421.7,1504.73,4437.37,1403.79,2215.72
OG0003369:,154,248.88,352.12,149.86,189.52,349.44,1677.52,1766.77,926.38,2058.09,1430.53,1666.85
OG0003370:,27.33,33.9,58.91,46.38,161.93,94.2,322.98,461.26,187.16,339.44,280.03,337.03
OG0003371:,371.42,1011.11,886.99,526.51,1220,905,1514.77,1579.14,544.34,1938.43,969,1524.57
OG0003372:,3.39,81.22,18,46.81,19,57.32,28.75,53,23.01,127.47,30.99,14.34
OG0003373:,58.06,69,134.24,49,78,28,237.81,296,80.8,610.65,456.99,530.99
OG0003374:,16.72,50.31,124.97,29.34,156.63,120.63,638.41,799.88,237.79,575.85,517.13,512.51
OG0003375:,79.04,96.84,449.9,91.5,288.68,475.15,2356.7,2793.46,569.89,4397.58,1933.94,3197.21
OG0003376:,117340.03,251513.71,115836.11,133188.41,153278.99,176654.24,27723.67,15964.53,3640.82,15094.17,10247.31,11251.6
OG0003377:,233,445.96,382.06,54.06,907.34,366.89,401.38,1649.44,80.86,794.33,409.62,871.53
OG0003378:,14,55.34,60.62,201.68,75.8,121.9,111.6,230.5,7.99,82.55,136.02,165.98
OG0003379:,245.52,292.88,662.01,162.42,229.91,195.47,981.38,665.64,273.46,1317.13,1244.52,688.38
OG0003380:,0,28,15.06,2,15,175.89,12,991.73,1.39,3,0,13.87
OG0003381:,454.69,816.98,803.75,260.49,1062.91,641.86,2072.44,1746.65,859.51,2095.69,1585.29,1479.71
OG0003382:,277.8,657.41,518.97,174.27,767.09,344.86,1088.42,862.36,437.62,1057.62,735,647.18
OG0003383:,105.01,859.25,335.99,398.87,345.52,268.73,423.74,761.04,1842.71,609,492.01,501.7
OG0003384:,37.39,59.08,107.46,55.53,71.29,140.63,195.53,211.46,174.43,185.44,234.46,245.62
OG0003385:,5241.34,8605.24,9904.62,4927.53,8580.79,9433.99,26060.35,26497.26,10819.88,24709.83,22410.87,19517.2
OG0003386:,99.39,33.75,166.83,78.01,210.31,153.22,676.9,644.29,233.22,891.25,836.53,564.38
OG0003387:,3.63,14.79,53.89,30.11,22.82,49.57,265.99,368.33,116.37,364.66,278.6,199.97
OG0003388:,8.48,32.67,26.81,31.27,5.1,16.27,182.72,152.6,63.76,181.18,72.28,113.31
OG0003389:,75.52,192.92,246.73,93.6,205.04,409.18,479.86,321.41,189.98,480.59,332.21,275.38
OG0003390:,3,23.01,22.43,78.33,31.54,52.77,85.83,31,23.96,101.72,32,49.01
OG0003391:,8,2,21,4,5,29,264.7,124.05,22.01,142.16,47,70.01
OG0003392:,3,2.21,7,2.39,19.23,29.23,167.53,557.67,53.17,7.2,18.76,552.14
OG0003393:,2,5,20,1,132,112,17.01,984.64,0,3,0,83.99
OG0003394:,613.75,560.45,1406.32,182.57,817.29,1983.17,1954.32,2514.52,473.18,1547.81,2231.45,1326.71
OG0003395:,5,2,35,2.91,18.99,27.08,18.04,5,0,10,0,0
OG0003396:,3,1,29,2,0,1,98.72,115.96,2,3,0,68
OG0003397:,164.64,263.24,508.81,172.78,462.78,539.88,1896.91,2543.39,795.97,2382.33,1841.48,1468.35
OG0003398:,213.29,524.76,296.82,287.29,309.95,632.16,942.28,3559.19,590.73,3504.26,1247.75,1207.21
OG0003399:,61.87,177.74,244.03,63.48,176.32,132.09,172.48,404.97,77,345.54,284,265.59
OG0003400:,54.4,3093.74,243.11,14512.33,239.54,559.42,1056.89,150.57,9419.46,1021.46,785.32,603.83
OG0003401:,34.99,36,58.16,120.63,14.69,44.99,119.44,185.08,180.5,71.93,72.48,79.01
OG0003402:,319.07,376.79,570.33,313.17,554.18,766.96,1256.61,2081.98,641.8,1527.43,844.46,1234.39
OG0003403:,95.94,168.17,252.15,99,75.01,212,854.04,1010.62,398,969.35,1012.97,601.11
OG0003404:,5006.56,6234.75,7169.48,2521.78,7991.64,3815.11,8972.49,8535.73,3167.15,8915.4,7154.54,4368.12
OG0003405:,26.63,73.11,123.98,31.09,32.61,108.55,716.76,676.5,226.68,565.59,572.14,554.88
OG0003406:,329.95,404,238.7,25.27,89,274.11,1759,67.98,27.5,2371.73,0,19.13
OG0003407:,128.03,211.01,595.38,119.92,297.67,412.71,2227.58,1302.99,481.69,2929.68,1659.87,2076.5
OG0003408:,11.37,20.56,34.75,8.4,36.27,26.13,294.76,254.5,74.26,246.47,109.63,119.08
OG0003409:,1618.62,5238.29,4593.66,2292.35,2182.89,3208.69,1487.49,1315.12,926.18,1965.02,1369.69,1255.27
OG0003410:,747,1533.31,1590.88,846.52,704.3,1309.81,1887.04,1545.98,655,1841.99,1416.98,1204.99
OG0003411:,31.03,42.99,94.22,36.99,60.98,139,1040,1007.74,458.02,1216.1,968.26,964.76
OG0003412:,582,1152.54,1299.36,711.96,1259.07,1554.12,3987,4574.52,1570.99,4101.63,2560.62,3261.67
OG0003413:,2346.42,4001.86,4500.57,913.01,2880.52,2553.33,4290.92,4333.53,944.76,4564.91,2426.01,3824.26
OG0003414:,626.74,551.97,1646.36,204.34,1344.62,1418.09,2143.7,8440.97,919.83,3819.94,2525.59,5193.69
OG0003415:,9,34.71,40.62,38.63,19.46,58.82,80.01,473.91,13.12,313.24,120.9,169.53
OG0003416:,65,236.99,178,234.13,161.01,248,428.87,282.01,124.01,415.99,190.01,79
OG0003417:,1191.93,1972.18,2695.07,520.45,3915.92,2358.64,3897.44,5989.11,1464.11,6523.59,5045.99,4500.64
OG0003418:,101,49,330,654.16,886.99,184.01,454.82,3949.56,221.01,1685.02,278.14,1509.91
OG0003419:,163.99,199.21,397.99,456,554.01,347.99,1010.58,1756.27,228,650,1022.01,997
OG0003420:,134,1307.44,446.9,8404.06,157.48,349.12,420.98,42,16945.85,423.75,51.99,99.99
OG0003421:,46.09,29.44,87.73,19.3,55.57,93.91,490.38,386.71,60.24,332.28,355.56,217.41
OG0003422:,214.52,166.23,225.15,209.88,275.28,392.5,1429.77,1702.79,536.52,2081.23,1820.99,1099.6
OG0003423:,150.15,954.4,226.93,930.22,324.65,320.8,366.34,572.71,75.63,341.1,207.84,310.5
OG0003424:,94.38,197.7,134.12,130.18,126.7,361.28,1056.24,1637.19,436.63,2057.39,788.33,1502.52
OG0003425:,0,8,2,1,38,8,5,141.01,5,1,0,25
OG0003426:,0,1,0,0,0,3,0,168,2,0,2,0
OG0003427:,266.93,685.19,560.99,260.88,316.9,638,667,552.99,119.01,638.99,637.99,496.29
OG0003428:,395.79,1284.64,744.31,656.43,1043.61,840.71,777.93,1006.11,300.84,827.02,473.56,942.43
OG0003429:,9,15.85,48.54,162.53,58.39,43.19,473.53,380.54,137.67,374.15,150.16,170.73
OG0003430:,5,28.35,37.17,114.98,21.06,37.38,238.9,311.22,34.28,290.63,62.85,157.85
OG0003431:,141.38,633.21,669.32,180,505.78,385.79,1230.22,1316.38,339.45,1362.64,1125.64,1104.06
OG0003432:,618.66,3232.62,1433.29,2790.34,1306.6,1311.99,1652.48,1276.31,1277.42,1606.04,797.5,1125.34
OG0003433:,37,154.02,246.87,350,177,190,330.92,264.52,75,234,96.15,86.4
OG0003434:,186.97,366.66,586.89,307.24,378.98,483.18,1353.33,1224.92,907.01,1910.83,749.82,710.32
OG0003435:,13.64,96.06,66.73,49.22,32.77,71.47,331.7,355.77,98.51,297.93,256.17,544.5
OG0003436:,90.13,158.15,188.62,363.53,243.81,440.93,260,247.36,97.51,303.99,107.88,168.08
OG0003437:,22,70.62,54.46,45.68,14,109.26,237.79,316.1,182.8,363.56,272.84,159.64
OG0003438:,1006.78,1058.44,2287.59,612.23,745.4,1240.27,5416.02,4972.45,732.63,1452.63,300.29,1203.24
OG0003439:,232.99,400.01,860.99,315,347,725,3022.99,3040,1076.91,3244.95,2959.02,2601.16
OG0003440:,114,56.99,290,62.99,241.88,354.97,1527.88,2295.13,517.2,1420.96,2968.46,1150.91
OG0003441:,118.2,511.61,355.2,369.33,308.37,488.73,1137.98,1484.18,536.82,4291.89,870.67,1078.58
OG0003442:,0,6,10,2,27,54.01,8,696,0,0,0,70
OG0003443:,0,50.12,7.97,3.19,72.69,153.08,10.62,467.02,20.66,1.08,1,76.53
OG0003444:,2,66.46,14.75,0,80,170.72,26.08,729.51,83.44,2,1,18
OG0003445:,0,3,7,0,38,60,5,729.8,4,1,0,24
OG0003446:,157.44,156.53,450.93,104.94,359.17,500.42,982.95,1885.18,497.01,1747.37,1564.69,485.99
OG0003447:,0,0,2.7,3,12.63,18.99,35,171.25,17,4,9,136.51
OG0003448:,8,1,6.3,0,18.36,16.01,18,251.75,37.99,0,19,110.49
OG0003449:,1,114.18,7,35.62,301.13,526.07,7,77,0,54.99,11.49,54
OG0003450:,464.11,279.54,557.87,168.55,440.89,483.64,1075.39,779.1,190.25,786.38,978.94,919.45
OG0003451:,667.85,246,1042.88,227.57,1392.56,1296.91,4336.46,6158.17,1069.95,6619.18,3844.73,4448.82
OG0003452:,2009.23,1665.97,3391.98,819,3518.66,2399.99,9330.9,9093.53,1271.01,8996.7,5436.55,7438.51
OG0003453:,226.19,411.05,526.23,305.22,305.6,628.23,1161.89,1305.8,557.18,1203.24,1159.21,905.59
OG0003454:,356.86,1586.73,818.92,1014.24,643.97,679.56,1568.27,1297.45,923.91,1606.31,734.78,888.16
OG0003455:,65.65,220.1,122.34,77.31,120.29,105.26,41.04,44.4,9.04,7.02,14.31,34.69
OG0003456:,1041.25,3976.2,2366.27,1009.61,1602.65,1807.85,2266.03,1912.51,858.51,3081.1,1415.29,2434.44
OG0003457:,5.59,18.04,49.89,54.27,95.23,111.44,176.43,291.82,111.03,605.55,142.78,39.64
OG0003458:,398.84,440.86,783.78,388.53,623.02,524,1170.99,1098.99,366.97,998.01,765.96,969
OG0003459:,6.21,22,44.01,81,60,84.69,324.44,282.75,58,229.86,343.81,188
OG0003460:,827.56,967,1412.23,978,1562.57,1821.69,2392.45,1844.32,866.5,2084.2,1474.39,1699.06
OG0003461:,280.48,115,447.53,44,74.98,394.63,549.09,29.98,247.38,251.86,391.71,71.69
OG0003462:,220.03,529.9,405.26,153.64,441.12,438.16,599.37,794.71,152.75,635.97,418.34,620.69
OG0003463:,0,16.75,4,1,41.97,16.98,11.76,362.2,16.02,0,1,43
OG0003464:,19,38,17,50,40,33.99,132.73,147.99,43.01,168,52,128.99
OG0003465:,954.24,529.73,1679.5,382.61,3736.17,1688.88,4726.72,5208.93,1567.6,4555.94,4504.76,3845.88
OG0003466:,1078.63,1439.99,2012.33,942.53,1944.29,1977.12,6736.59,7229.3,1890.93,7918.59,5107.03,4694.44
OG0003467:,3,2,3,1,1,8,11,261,1.8,2,0,0
OG0003468:,0,22,3,48,5,20.99,43,71,8,102,70,21
OG0003469:,132.14,156.87,236.03,297.88,265.12,242.33,1100.37,2162.19,171,691.08,74.93,884.58
OG0003470:,319.28,1218.83,1009.46,409.77,929.3,790.73,1063.91,613.95,667.53,870.03,450.33,307.9
OG0003471:,41.99,40.99,110,81.01,108.99,191.01,1015,1796,343,1300,1353.93,1347.99
OG0003472:,53.04,201.54,101.84,49.94,77.09,158.93,253.09,862.44,162.61,251.03,230.54,183.94
OG0003473:,1848.87,3632.67,4038.18,1995.84,3997.06,3226.38,3479.49,4325.49,979.13,2346.43,1169.38,1893.84
OG0003474:,1835.31,3657.02,4093.4,2009.61,3937.24,3234.37,3305.48,4127.36,908.66,2284.9,1112.77,1758.71
OG0003475:,77.99,19,60.93,153.02,130.29,79.02,49,184,4,6,20.01,157
OG0003476:,48.47,104.31,81.38,94.99,108.33,89.61,179.44,255.01,21.94,208.14,26.4,706.78
OG0003477:,6,8.01,6,0,55.01,297.99,24,1767.61,5,16,0,67
OG0003478:,207.31,226.28,355.04,137.07,314.61,442.3,2316.01,2568.42,965.45,2606.82,1867.06,2274.57
OG0003479:,165.46,158.04,173.08,164.99,161.75,230.4,464.5,523.32,238.91,617.47,427.45,323.84
OG0003480:,166.83,593.94,415.39,314.22,430.93,551.82,2272.62,3126.39,1056.85,2578.28,1745.05,2092.4
OG0003481:,357.95,890.94,668.24,551,285,554.84,856.36,790.37,670.4,592.45,265.58,609.99
OG0003482:,144.7,199.94,157.41,370.06,277.85,249.42,393.48,501.47,107.86,859.89,258.12,287.92
OG0003483:,72,35.98,49,21,84.99,100.01,434.54,571,237,776,388.17,384
OG0003484:,1718.83,2429,2857,1052.67,3212.47,2414,2289.62,3140.62,834,3994.46,1402.01,2348.38
OG0003485:,9,62,32.01,25.95,5,34.02,206.8,147.74,118.02,194.4,236.58,230
OG0003486:,0,5,13.43,0,7,15,2,724.56,0,3,0,15
OG0003487:,196,838,608,737.92,856.99,337,301.76,780.13,111.99,502.95,148.99,250.31
OG0003488:,80.31,158.88,188.86,170.14,203,397.79,1241.97,3024.27,591.08,3255.51,1265.27,2627.82
OG0003489:,10.71,20,71.01,22.98,15,96,157.56,175.47,45,138.98,228.92,186.04
OG0003490:,3802.42,12664.89,8543.94,4564.34,5526.2,7008.12,6980.25,7118.11,2860.57,7414.61,4633.48,6304.08
OG0003491:,71,43,36,10,82.95,77.84,293.1,74.1,84.87,412.58,528.55,43.84
OG0003492:,544.12,1378.87,1034.83,2082.83,1547.07,1085.48,2157.96,2875.92,2528.03,2208.9,1240.29,1718.18
OG0003493:,274.05,177.97,365.64,153.01,455,88.01,313.01,423,38.99,247.33,237.74,234
OG0003494:,28.01,179,77.69,303.97,42.36,213.99,180.1,216.24,65.01,223.6,93.16,143.03
OG0003495:,396.31,968.63,932.58,374.45,571.6,843.25,902.79,1040.03,249.73,851.42,299.66,557.88
OG0003496:,3777.29,7516.8,5742.88,10879.75,6079.24,6240.59,15814.94,12668.98,5081.85,15126.52,7429.8,9120.02
OG0003497:,26,14.73,34,29.56,26.82,51.91,233.27,283.98,164.09,259,227.84,178.61
OG0003498:,349.49,817.32,539.55,277.75,864.51,477.7,2052.2,1473.92,853.71,2292.99,1123.64,1792.1
OG0003499:,450.72,2181.13,1115.73,930.97,1126.13,752.89,1173.95,1460.47,669.72,1249.12,632.53,894.35
OG0003500:,115.19,224.87,514.96,171,650,461.92,2306.24,1838.27,442.76,2502.5,1343.01,4153.33
OG0003501:,582.1,858.75,752.07,487.07,558.46,844.31,916.19,1165.31,469.23,966.67,494.34,534.86
OG0003502:,45.78,277.95,111.4,225.53,114.97,70,173.65,171.03,31.63,159.17,57.03,59.04
OG0003503:,47.72,64.97,107.66,81.53,144.11,156.6,791.53,895.6,367.54,788.69,739.32,428.94
OG0003504:,919.59,1302.97,1402.46,692.72,2004.73,1258.7,2846.07,3456.55,1161.74,2811.99,1904.24,2488.16
OG0003505:,8,18.99,56.01,38.68,57.63,51.3,438.34,434.42,211.08,222.21,231.49,520.44
OG0003506:,0,4,14,2.38,18.83,170.01,29,616.03,2,3,7,2
OG0003507:,69.22,110.23,190.15,100.7,128.38,404.14,1501.27,2054.73,576.29,1898.95,1601.65,1031.6
OG0003508:,41.55,199.92,107.26,562.93,78.96,132,255.01,277.63,76,279.87,134.01,140
OG0003509:,4,14.93,10,0,53.8,140,41.01,1014.54,108.22,4,2,46.99
OG0003510:,1,4,4,2,30,40,3,694.03,1,8,0,32
OG0003511:,176.99,833.93,518.8,253,4706.23,5048.1,520.89,477.69,1818.82,353,908.97,4028.89
OG0003512:,161.99,200,196,109,99.43,130.12,508,433,125,358.99,305,345
OG0003513:,1013.43,810,1114.57,242.61,1367.45,1312.87,1475.06,1387.9,383.85,1068.38,889.24,1102.49
OG0003514:,269.57,417.34,372.05,381.09,266.98,331.26,1172.04,1340.8,816.72,1531.02,1130.77,1208.51
OG0003515:,15,12.56,47.53,12.49,41.91,100.43,362.53,425.6,105.67,358.9,135.4,223.93
OG0003516:,133.29,200.96,297.31,264.02,390.06,410.69,1964.43,1976.35,356.08,1577.49,958.51,1366.41
OG0003517:,198.36,376.43,453.9,423.17,526.93,361.25,488.85,436.3,158.55,434.03,303.98,419.56
OG0003518:,12,25.01,26,29,328,506.59,124.46,9,159,34.99,93.91,227.03
OG0003519:,2,11.94,4.79,4,34.01,141.73,0,1650.65,0,8.99,1,78.85
OG0003520:,21.53,5,141.19,2,5,16,147.46,223,20.71,0,0,2
OG0003521:,0,1,10,1,1,7,127,276.99,2,2,0,1
OG0003522:,9,8,50,5,33.01,131.91,80,9.15,4,18,0,8
OG0003523:,40.64,9.52,40.33,46.79,28.22,75.96,256.85,321.21,169.59,231.1,258.36,122.71
OG0003524:,263.01,433.13,383.72,178,279,331.57,884.77,1040.13,336.94,814.98,779.11,642
OG0003525:,204.36,474.2,369.59,261,381,469,784.98,932,455,892.02,476.98,734
OG0003526:,63.73,39.73,152.29,109.35,133.75,167.99,262.84,707.54,196.25,707.83,367.31,123.58
OG0003527:,86.62,23.01,93,72.99,61.98,121.41,491.49,653.9,146.72,1193.97,354.69,552.61
OG0003528:,32.7,121.36,83.65,82.58,20.08,63.57,343.91,430.82,175.59,363.26,325.6,150.37
OG0003529:,6,67,24,3,320,198.34,22,8,126,8,103,197
OG0003530:,3,7,14.61,9,75.19,136.72,13.51,2286.5,11.56,23,0,59.46
OG0003531:,29,24,29,40,7,93,299.01,852.01,84.99,210,344.01,162
OG0003532:,370.72,501.39,1284.82,505.12,1257,1833.95,8250.68,6703.36,2875.22,9336.49,8893.8,8333.56
OG0003533:,2097.27,3141.02,5245.14,2056.99,2740.51,3247.13,3605.25,3455.81,1638.51,4618.58,3005.29,3563.61
OG0003534:,33.49,99,163.99,50.01,81.99,162.99,848,903.11,271,1054.96,717.99,706
OG0003535:,40.99,25,72.06,32.65,160,99,248,153.5,93.01,58.2,122.78,98.94
OG0003536:,29.6,62.94,64.83,75.83,61.86,131.2,334.9,284.62,24.55,141.2,138.03,124.73
OG0003537:,0,8,0,8,24,32,1,541,1,7,1,756.01
OG0003538:,105.21,217,192.62,158,240,226.34,982.76,858.43,566.01,833.64,735.05,560.82
OG0003539:,85.99,116.19,153,100,168,156.96,690,726.01,144.93,598.49,631.86,439.7
OG0003540:,1025.15,1223.33,1665.96,869.17,1046.45,1842.85,6652.81,11527.63,913,1807.76,2372,1873.34
OG0003541:,1851,2261.79,4821.94,920.97,4119.31,2693.62,5968.7,7532.19,1818.01,7322.9,3634.85,4420.65
OG0003542:,125,234.01,239,92.5,403,266.99,157,250.01,48,140.01,232.38,239.99
OG0003543:,293.61,158.95,283.88,94.47,899.54,276.72,884.78,1069,299.11,619.93,842.16,643.2
OG0003544:,148,406,311,586.99,389.99,431,849.86,702.08,1301.1,762,690.04,553
OG0003545:,509,1564,866.96,990.14,628.17,963.9,1003.42,1001.51,539.01,875.77,402.99,327.09
OG0003546:,137,438,448,93.99,336,329.01,570.21,406.96,257.95,886,568.63,513
OG0003547:,1522.41,4134.48,2722.65,1816.44,1725.26,1975.82,2000.51,2165.2,1078.28,1894.31,1352.6,1911.77
OG0003548:,300.68,305.23,494.63,952.5,666.51,250.5,476.78,389.35,127.57,521.36,265.23,159.43
OG0003549:,3,4,5.99,7,32,83,10,919.99,6,4,1,41
OG0003550:,26.68,37.29,135.66,64.01,82.86,186.28,770.83,1104.93,512.63,860.52,745.13,650.08
OG0003551:,33.32,36.7,134.35,68.99,105.13,222.29,780.81,1110.34,475.41,940.83,714.87,651.91
OG0003552:,79.17,252.22,422.31,94.49,157.94,504.4,836.29,610.16,182.03,1673.17,712.41,325.61
OG0003553:,16.43,9,43.24,24.2,13,18.01,226.12,248,74,295.04,152.78,165
OG0003554:,627.99,3895.08,5110.9,1098.99,954.82,2110.89,1813.91,798.27,671.48,1800.92,591.01,2051.87
OG0003555:,5.06,1,45.99,15,163.07,33.99,295.65,51,7,0,0,42.11
OG0003556:,10,26,13,2,22.8,45.29,18.29,69.66,19.86,6,1,24.07
OG0003557:,40.78,120.96,92.93,68.1,141.72,125.52,440.72,512.26,146.51,372.97,374.78,254.87
OG0003558:,47,239.98,138,420.61,145.44,68.87,289.97,240.01,76.01,197.09,87.69,116
OG0003559:,57,56,152.01,48,267,211,1578.99,1307.58,770,1247,899.65,1221.22
OG0003560:,129.01,474,410.98,303.74,243.99,331.99,768.48,888.31,466.34,724.67,360.14,458.47
OG0003561:,341.99,378.01,651.3,197.94,765.99,478.02,1664.51,1974.16,632.83,2114.93,1606.01,1679.01
OG0003562:,1,6,5,11,81.21,94.52,2,2006.07,2,10,6,101.99
OG0003563:,252.4,437.9,401.23,347.16,468.36,345.16,812.03,824.8,425.89,587.35,368.64,566.31
OG0003564:,6,45,13,58.25,22,11,116,119.22,20.01,24,22.99,36.02
OG0003565:,1111.56,1950.28,1285.03,1357.73,1138.8,1279.55,3572.85,3092.44,2131.57,2732.4,2346.1,3365.37
